subregion,region,FIPS,geometry
Roseau,Minnesota,27135,"list(list(c(-96.3924773636196, -96.3913268477078, -96.4079141903104, -96.406915201214, -95.2766571036275, -95.3101205963526, -95.3232358768202, -95.3209164545626, -95.3037572989727, -95.3141717240404, -95.2902601709304, -95.2195784805062, -95.1338212447621, -95.0949103500744, -95.0943590514867, -95.3410528919068, -95.3428312727766, -95.6030923839084, -96.3924773636196, 48.5475065777817, 48.7216646612062, 48.7231638701075, 48.9999820702829, 48.9999911877938, 48.993395445689, 48.9789563129937, 48.9609769958515, 
48.9459389048522, 48.9320719995764, 48.9029495817479, 48.8794465034889, 48.8944847499003, 48.9117624331324, 48.7173575179556, 48.7151719573359, 48.546679319076, 48.5429754338645, 48.5475065777817)))"
Blaine,Montana,30005,"list(list(c(-109.544327649568, -109.54027356905, -109.539343997366, -109.557762146527, -109.558846197856, -109.522933047518, -109.524505041095, -109.500051617732, -109.498624934486, -109.46661008992, -109.466556524543, -109.502203143098, -109.50028742972, -109.513364893239, -109.510817999444, -109.497748202923, -109.500737036978, -108.250674897438, -108.249639956338, -108.265403200282, -108.26344024162, -108.328285999785, -108.325443097709, -108.347218563057, -108.347586682561, -108.420039035054, 
-108.417469036657, -108.44382998836, -108.44459202578, -108.566364103191, -108.594594403657, -108.608030402932, -108.629507891445, -108.671830496562, -108.88861340987, -108.886560674807, -108.90065261683, -108.898683234467, -108.951976225603, -108.953525218186, -108.930850072085, -108.95392975593, -108.942531209525, -108.997640191263, -109.082756455627, -109.14783724872, -109.18309393827, -109.263685948654, -109.284102904872, -109.399593120853, -109.427159189925, -109.484595364527, -109.528488564511, 
-109.544327649568, 47.7452522831821, 48.1324871671289, 48.2165694228659, 48.2176831061057, 48.2855409583404, 48.2865064820274, 48.3922567615345, 48.3927566705151, 48.4478157649631, 48.4476859958444, 48.5193432081352, 48.5216436701144, 48.5790601591809, 48.5803990863841, 48.9174269458243, 48.9170112184079, 49.0000050194723, 49.0000096300319, 48.9153543698146, 48.9153390358189, 48.7414394545512, 48.7399170892444, 48.5758741589517, 48.5751988932977, 48.4291779666757, 48.4440017443638, 48.2178271213353, 
48.216526166493, 47.9812167299749, 47.9832637665931, 47.9906370873298, 47.9800472537846, 47.9212278595262, 47.9276548240705, 47.9280400389077, 47.8649406467153, 47.8639790601353, 47.7395921220295, 47.74093011676, 47.7523933664101, 47.7642614646283, 47.7754229039446, 47.7938063443984, 47.8093503536468, 47.8030323848015, 47.7821957122562, 47.7933267944054, 47.7981327069478, 47.7756867937215, 47.7463474723798, 47.7296007287479, 47.7319505081726, 47.749109042114, 47.7452522831821)))"
Phillips,Montana,30071,"list(list(c(-107.915639110531, -107.913808252169, -107.931517307637, -107.960022065904, -108.112286156338, -108.177854580854, -108.267556331573, -108.314075892748, -108.339200955482, -108.396731050807, -108.429806583081, -108.430356327547, -108.448088539421, -108.500864474439, -108.528255963898, -108.559248093118, -108.608018332591, -108.677144554927, -108.725838694266, -108.781108475743, -108.797734308747, -108.832228598248, -108.898683234467, -108.90065261683, -108.886560674807, -108.88861340987, 
-108.671830496562, -108.629507891445, -108.608030402932, -108.594594403657, -108.566364103191, -108.44459202578, -108.44382998836, -108.417469036657, -108.420039035054, -108.347586682561, -108.347218563057, -108.325443097709, -108.328285999785, -108.26344024162, -108.265403200282, -108.249639956338, -108.250674897438, -107.188120845893, -107.183917466134, -107.211292948145, -107.209781047254, -107.192713066773, -107.19450025433, -107.219282374322, -107.265313112582, -107.267709981878, -107.308529855419, 
-107.308067556171, -107.263142730546, -107.262527816598, -107.37850281478, -107.374705475081, -107.41123768369, -107.415450336373, -107.427589421522, -107.427686346879, -107.434590478431, -107.449552054864, -107.500160301656, -107.53479927984, -107.600246482904, -107.640477551732, -107.702430002492, -107.723884075579, -107.769379315483, -107.862079380396, -107.864238210131, -107.878154536461, -107.915639110531, 47.4568115877395, 47.4932236627811, 47.5534764748107, 47.5807435827709, 47.599789493281, 
47.5853924254657, 47.5914077033087, 47.5839798329184, 47.5679995300499, 47.5947364236665, 47.5872361830332, 47.6051732280792, 47.6188832707236, 47.6047412859984, 47.6218118048769, 47.6134300667085, 47.6283943369516, 47.6269965603596, 47.6497581155981, 47.6515461320192, 47.6855276133346, 47.7151980660963, 47.7395921220295, 47.8639790601353, 47.8649406467153, 47.9280400389077, 47.9276548240705, 47.9212278595262, 47.9800472537846, 47.9906370873298, 47.9832637665931, 47.9812167299749, 48.216526166493, 
48.2178271213353, 48.4440017443638, 48.4291779666757, 48.5751988932977, 48.5758741589517, 48.7399170892444, 48.7414394545512, 48.9153390358189, 48.9153543698146, 49.0000096300319, 49.0000171416176, 48.9143627886958, 48.9137406221822, 48.5823056304474, 48.5817721006453, 48.5216813834551, 48.5132612584935, 48.5214310663365, 48.4881241772227, 48.4876270656603, 48.3989842931157, 48.3977305835573, 48.3049717210595, 48.3031334029161, 48.2174020173877, 48.2160543871059, 47.872476891156, 47.8726368102257, 
47.6957661636883, 47.6481698037491, 47.6261587336298, 47.630415367942, 47.6497936013651, 47.6545572418113, 47.6530422844821, 47.631606809045, 47.5955808295093, 47.5579868971121, 47.5255117736554, 47.4826496294679, 47.4574109604757, 47.4568115877395)))"
Valley,Montana,30105,"list(list(c(-107.427686346879, -107.427589421522, -107.415450336373, -107.41123768369, -107.374705475081, -107.37850281478, -107.262527816598, -107.263142730546, -107.308067556171, -107.308529855419, -107.267709981878, -107.265313112582, -107.219282374322, -107.19450025433, -107.192713066773, -107.209781047254, -107.211292948145, -107.183917466134, -107.188120845893, -106.12557964175, -106.11730752093, -106.15907230015, -106.159673434223, -106.033112902231, -106.02563410847, -105.814421476307, -105.811995130512, 
-105.847892998658, -105.848046649439, -105.87923692911, -105.900744982006, -105.904178501936, -105.928273130521, -105.967611926574, -106.015541697311, -106.020081492503, -106.034158255943, -106.078456149083, -106.092357452241, -106.087772121299, -106.123280733892, -106.139859995065, -106.132375192035, -106.241250861046, -106.287082930814, -106.366242300488, -106.380815139409, -106.414272001217, -106.43629954502, -106.437238389627, -106.437650438957, -106.449133322338, -106.449812317883, -106.462256580627, 
-106.509088623769, -106.499574293886, -106.537212570541, -106.519068827378, -106.553434021214, -106.530964122717, -106.573966500439, -106.583259937898, -106.609270487077, -106.616160735146, -106.630398194716, -106.640461854633, -106.655340233779, -106.682594856965, -106.733128039704, -106.744626878729, -106.759795101476, -106.821314522269, -106.88676322765, -106.892500628626, -106.911949004718, -107.012876431762, -107.121982991376, -107.221094376014, -107.405888191362, -107.427686346879, 47.6957661636883, 
47.8726368102257, 47.872476891156, 48.2160543871059, 48.2174020173877, 48.3031334029161, 48.3049717210595, 48.3977305835573, 48.3989842931157, 48.4876270656603, 48.4881241772227, 48.5214310663365, 48.5132612584935, 48.5216813834551, 48.5817721006453, 48.5823056304474, 48.9137406221822, 48.9143627886958, 49.0000171416176, 49.0000211823326, 48.9145647726456, 48.9139351981543, 48.830233546695, 48.8298065259979, 48.5711731495892, 48.5703711194507, 48.2178508475854, 48.2173817102043, 48.0094849509972, 
48.0136774001046, 48.0332013582906, 48.011953102652, 48.0047127110805, 48.0101525496534, 48.0311261402749, 48.0034118598462, 47.9999823806316, 48.0338880726373, 48.0249233836132, 48.0084015731205, 47.999574216605, 48.0108392640001, 48.0298482382301, 48.0327475549051, 48.04859430696, 48.0509597312046, 48.0613130793098, 48.051982291139, 48.0267056497859, 47.961716653451, 47.9547965144513, 47.9550597825797, 47.9730162023365, 47.9806306708767, 47.9521453909292, 47.9329683125912, 47.9120132678159, 47.8962199775297, 
47.8785495678746, 47.8554661541391, 47.8353313745241, 47.8148954062238, 47.8084216108279, 47.7788186587295, 47.7813135412687, 47.7972403823685, 47.7988006164282, 47.7738708549232, 47.775186988349, 47.7445694541384, 47.737359471538, 47.7444129541352, 47.7333995707636, 47.6959879367812, 47.6799277002798, 47.6676402483624, 47.672594942106, 47.6652661728432, 47.7032051719471, 47.6957661636883)))"
Daniels,Montana,30019,"list(list(c(-105.814421476307, -106.02563410847, -106.033112902231, -106.159673434223, -106.15907230015, -106.11730752093, -106.12557964175, -105.0630345005, -105.056487609605, -105.034544454581, -105.035916484566, -104.979281045002, -104.979227376017, -105.814421476307, 48.5703711194507, 48.5711731495892, 48.8298065259979, 48.830233546695, 48.9139351981543, 48.9145647726456, 49.0000211823326, 49.0000213377448, 48.9177383917094, 48.9160522220298, 48.6614091553666, 48.6604289711364, 48.5671471468605, 
48.5703711194507)))"
Whatcom,Washington,53073,"list(list(c(-120.857059471548, -120.857303105945, -120.875835120384, -120.874652330556, -120.827393732953, -120.789253682372, -120.761298409552, -120.75144807867, -120.769827426605, -120.768354171527, -120.731059355654, -120.735131774802, -120.72223702413, -120.66559381396, -120.658658237357, -120.66802689428, -120.69401345819, -120.71005059009, -120.709195823439, -120.740179664012, -120.914165602614, -120.914577237511, -122.48779820725, -122.526558300379, -122.516853487043, -122.697404033522, -122.754241975076, 
-122.822421271375, -122.743940016578, -122.765118958412, -120.857059471548, 48.9998306470756, 48.9808180465628, 48.9696634971838, 48.961366510424, 48.9395164472593, 48.9553595730314, 48.9463877350498, 48.9304575784915, 48.9165488155519, 48.8916005082007, 48.8509628294665, 48.7916476187466, 48.7697932558467, 48.7356831451014, 48.7219923217557, 48.6944730317314, 48.6951782919243, 48.6771917222166, 48.6624174173861, 48.6551269313084, 48.6540781585301, 48.6383500377255, 48.638570049481, 48.7117247093358, 
48.7579213241295, 48.8030150309237, 48.9099886110181, 48.9507251836636, 48.9558080924048, 48.9997462582954, 48.9998306470756)))"
Bonner,Idaho,16017,"list(list(c(-117.03886843985, -117.029111718867, -116.787678267827, -116.786742013423, -116.056692188987, -116.055497484229, -116.053492460687, -116.126461765689, -116.170431635651, -116.244231877445, -116.286165434226, -116.325032917129, -116.327761280474, -116.499621543925, -116.501541660647, -116.633157023591, -116.633934498615, -117.037471854751, -117.03886843985, 48.0461859889707, 48.8380752795563, 48.8365380982941, 48.4961297662607, 48.4986652113627, 48.208483796587, 47.9761917899538, 48.0204299012327, 
48.0147100100226, 48.0556760745628, 48.0526714402756, 48.0192271668492, 47.8856587916183, 47.8859206092336, 47.9877083977645, 47.9885806223764, 47.971079145694, 47.971092407528, 48.0461859889707)))"
Ward,North Dakota,38101,"list(list(c(-100.964705665781, -101.877778229065, -101.877603286824, -101.917413706853, -101.918920738164, -101.971861254615, -101.977506029968, -102.234169091541, -102.23418561703, -102.157028421676, -102.154740548078, -102.019362346926, -102.01830103757, -101.845655476685, -101.84620392605, -101.061306419451, -101.06200841599, -101.01585661169, -101.009547863964, -100.963693932891, -100.964705665781, 47.8540917929729, 47.8539927954535, 48.0244490658282, 48.025971431135, 48.3787666788416, 48.3800069193497, 
48.546725321063, 48.5492774988698, 48.7224912982635, 48.7224246782688, 48.8023405941343, 48.802345360106, 48.7260722006854, 48.7221418282135, 48.4612043117388, 48.4603148363817, 48.370308374303, 48.369332230788, 48.02187404244, 48.019962680601, 47.8540917929729)))"
Koochiching,Minnesota,27071,"list(list(c(-94.4175014593295, -94.4316900676902, -94.4306344567786, -94.2923368907878, -94.2308273645656, -93.8439037710918, -93.8126854136318, -93.7811059820169, -93.5141390970005, -93.4653394328333, -93.4577694639628, -93.3042367444068, -93.0914423795076, -93.0937425306625, -93.085594428712, -93.0813979906936, -93.7719145467122, -93.774030586311, -94.4175014593295, 47.8523083871113, 48.3682124346715, 48.7107852948847, 48.7077111395766, 48.6519875547147, 48.624736972243, 48.5254079588358, 48.5115901637894, 
48.5342709565305, 48.5495199417743, 48.5927099019234, 48.6371629999659, 48.6265848741337, 48.0693630644096, 48.0686456302675, 47.894972432652, 47.900840535219, 47.8509974340894, 47.8523083871113)))"
Skagit,Washington,53057,"list(list(c(-122.378320005457, -122.564366287067, -122.66703194685, -122.699413823036, -122.608178310121, -122.523227870487, -122.473833236927, -122.50529978754, -122.429545031142, -122.48779820725, -120.914577237511, -120.914165602614, -120.740179664012, -120.745741501098, -120.762702091805, -120.775817061448, -120.772665459101, -120.750127386489, -120.712490508543, -120.692760059456, -120.686571963337, -120.699122372559, -120.710780301789, -120.772618213817, -120.80373182351, -120.823431863626, 
-120.846046036372, -120.869163433557, -120.891235943267, -120.905930210857, -120.947999701437, -120.963159221105, -121.048846469592, -121.056284441769, -121.035500453932, -121.055313271442, -121.047910577815, -121.060582726529, -121.059536854777, -121.017679967975, -122.378320005457, 48.2897210780864, 48.4142464883896, 48.4128950764128, 48.4943282289853, 48.518824079856, 48.4584031119144, 48.4621954784253, 48.5594447668653, 48.599397337178, 48.638570049481, 48.6383500377255, 48.6540781585301, 48.6551269313084, 
48.6452734403798, 48.643430615285, 48.6227431901773, 48.5923286759972, 48.5799963099775, 48.5893164265162, 48.5782848081227, 48.5534971450979, 48.5346865803389, 48.5242150154157, 48.5100914211246, 48.5180251579599, 48.5401270923643, 48.5422741625827, 48.5300932197703, 48.5345634939412, 48.5184421286733, 48.5158775178971, 48.4965096970859, 48.4838920980251, 48.4614992321353, 48.4339305728615, 48.4028739994166, 48.3499826449987, 48.3353067160391, 48.3187163688022, 48.2899244089412, 48.2897210780864
)))"
Williams,North Dakota,38105,"list(list(c(-102.825459050738, -102.85776943735, -102.906674108305, -102.966648629035, -103.121503698501, -103.21584242879, -103.236320099342, -103.238738985355, -103.249633944693, -103.368167440775, -103.420903227662, -103.496733980586, -103.537742783459, -103.570099897314, -103.562439374982, -103.596673090166, -103.587135914702, -103.601998441811, -103.630510556251, -103.687999881797, -103.73006222342, -103.721349302028, -103.729497766606, -103.7619695228, -103.795074583377, -103.787742602263, 
-103.802002492982, -103.828355156038, -103.840455854394, -103.854639334154, -103.869547500623, -103.901301926283, -103.92626608567, -103.955266504986, -103.992392284279, -104.019386333147, -104.04842519106, -104.052111462898, -104.052317642975, -102.885017792248, -102.883065764238, -102.880655684911, -102.826318997793, -102.825459050738, 48.1273813091982, 48.1368688045883, 48.1252808108113, 48.140029110014, 48.1461593928244, 48.1227563481656, 48.1072001649679, 48.0744896957601, 48.0676423414357, 
48.0410437646044, 48.0362033505718, 48.01392626671, 48.0398695224425, 48.0496462915888, 48.0827996335298, 48.1220753840672, 48.1331074686971, 48.1359188221131, 48.1198627299349, 48.1195420111268, 48.0901343602571, 48.0712249533909, 48.0629508122124, 48.0533337031157, 48.054306168544, 48.0248070835447, 47.9994887399399, 47.9893869004462, 48.011054509784, 48.0096886962843, 47.9820659535933, 47.9636632420368, 47.9618395326326, 47.9848803116437, 47.9765943073402, 47.9945615541412, 48.0000812745429, 48.3910193702486, 
48.6458247389674, 48.6367816186276, 48.5527218458437, 48.3782408160373, 48.378717205984, 48.1273813091982)))"
McHenry,North Dakota,38049,"list(list(c(-100.964705665781, -100.963693932891, -101.009547863964, -101.01585661169, -101.06200841599, -101.061306419451, -101.061581602509, -101.063238243886, -100.412866140342, -100.411749245252, -100.282286858186, -100.28415724303, -100.240029008119, -100.239444503142, -100.204302611343, -100.202323075388, -100.584600312761, -100.964705665781, 47.8540917929729, 48.019962680601, 48.02187404244, 48.369332230788, 48.370308374303, 48.4603148363817, 48.5439000841644, 48.6270878395525, 48.6327324076893, 
48.5425993883423, 48.5429197445221, 48.368856773314, 48.3681395981921, 48.017031763462, 48.0169975209919, 47.854694843796, 47.8535602835283, 47.8540917929729)))"
St. Louis,Minnesota,27137,"list(list(c(-93.0598603058867, -93.0584652749087, -93.0659402869749, -93.0814205254507, -93.0813979906936, -93.085594428712, -93.0937425306625, -93.0914423795076, -92.9469262566231, -92.7290006498139, -92.6418198908702, -92.626379955937, -92.6988211705606, -92.7066430106708, -92.4975292191653, -92.456344904207, -92.4733222794225, -92.3701160444879, -92.2769179355397, -92.3002722844015, -92.2761308767686, -92.1259621043172, -92.0351836584429, -91.9795339461412, -91.7888148365661, -91.8013818748844, 
-91.7891941975469, -91.800968841278, -92.0884920353782, -92.2146242515725, -92.3031480820426, -92.3021319976131, -93.0598603058867, 46.7660189161907, 47.0223025131747, 47.7240003494568, 47.7240655189384, 47.894972432652, 48.0686456302675, 48.0693630644096, 48.6265848741337, 48.6283554843975, 48.5402115329486, 48.5403493316935, 48.5028239360404, 48.4947209554083, 48.4603699558796, 48.440072770601, 48.402169101852, 48.3574989448842, 48.2207790709144, 48.2443408949541, 48.2983114311215, 48.3523196806297, 
48.3667559641028, 48.3555087891013, 48.250398134069, 48.2061452068348, 47.8736524284188, 47.5659038494386, 46.9270866368905, 46.7918972614618, 46.6682038758359, 46.6665757784846, 46.7643005243986, 46.7660189161907)))"
